ts_micro,frame,wheel
1527607020634,1,0.0
1527607020684,2,0.0
1527607020734,3,0.0
1527607020784,4,0.0
1527607020834,5,0.0
1527607020884,6,0.0
1527607020934,7,0.0
1527607020984,8,0.0
1527607021034,9,0.0
1527607021084,10,0.0
1527607021134,11,0.0
1527607021184,12,0.0
1527607021234,13,0.0
1527607021284,14,0.0
1527607021334,15,0.0
1527607021384,16,0.0
1527607021434,17,0.0
1527607021484,18,0.0
1527607021534,19,0.0
1527607021584,20,0.0
1527607021634,21,0.0
1527607021684,22,0.0
1527607021734,23,0.0
1527607021784,24,0.0
1527607021834,25,0.0
1527607021884,26,0.0
1527607021934,27,0.0
1527607021984,28,0.0
1527607022034,29,0.0
1527607022084,30,0.0
1527607022134,31,-0.523598775598
1527607022184,32,-0.523598775598
1527607022234,33,-0.523598775598
1527607022284,34,-0.523598775598
1527607022334,35,-0.523598775598
1527607022384,36,-0.523598775598
1527607022434,37,0.0
1527607022484,38,0.0
1527607022534,39,0.0
1527607022584,40,0.0
1527607022634,41,0.0
1527607022684,42,-0.523598775598
1527607022734,43,-0.523598775598
1527607022784,44,-0.523598775598
1527607022834,45,-0.523598775598
1527607022884,46,-0.523598775598
1527607022934,47,-0.523598775598
1527607022984,48,-0.523598775598
1527607023034,49,-0.523598775598
1527607023084,50,0.0
1527607023134,51,0.0
1527607023184,52,0.0
1527607023234,53,0.0
1527607023284,54,0.0
1527607023334,55,0.0
1527607023384,56,0.0
1527607023434,57,0.0
1527607023484,58,0.0
1527607023534,59,0.0
1527607023584,60,0.0
1527607023634,61,0.0
1527607023684,62,0.0
1527607023734,63,0.0
1527607023784,64,-0.523598775598
1527607023834,65,-0.523598775598
1527607023884,66,0.0
1527607023934,67,0.0
1527607023984,68,0.0
1527607024034,69,0.0
1527607024084,70,0.0
1527607024134,71,0.0
1527607024184,72,0.0
1527607024234,73,0.0
1527607024284,74,0.0
1527607024334,75,0.0
1527607024384,76,0.0
1527607024434,77,0.0
1527607024484,78,0.0
1527607024534,79,0.523598775598
1527607024584,80,0.523598775598
1527607024634,81,0.523598775598
1527607024684,82,0.523598775598
1527607024734,83,0.523598775598
1527607024784,84,0.523598775598
1527607024834,85,0.523598775598
1527607024884,86,0.523598775598
1527607024934,87,0.523598775598
1527607024984,88,0.523598775598
1527607025034,89,0.523598775598
1527607025084,90,0.523598775598
1527607025134,91,0.523598775598
1527607025184,92,0.523598775598
1527607025234,93,0.523598775598
1527607025284,94,0.523598775598
1527607025334,95,0.523598775598
1527607025384,96,0.523598775598
1527607025434,97,0.523598775598
1527607025484,98,0.523598775598
1527607025534,99,0.523598775598
1527607025584,100,0.523598775598
1527607025634,101,0.523598775598
1527607025684,102,0.0
1527607025734,103,0.0
1527607025784,104,0.0
1527607025834,105,0.0
1527607025884,106,0.0
1527607025934,107,0.0
1527607025984,108,0.0
1527607026034,109,0.0
1527607026084,110,0.0
1527607026134,111,0.523598775598
1527607026184,112,0.523598775598
1527607026234,113,0.523598775598
1527607026284,114,0.523598775598
1527607026334,115,0.523598775598
1527607026384,116,0.523598775598
1527607026434,117,0.523598775598
1527607026484,118,0.523598775598
1527607026534,119,0.523598775598
1527607026584,120,0.523598775598
1527607026667,121,0.523598775598
1527607026686,122,0.523598775598
1527607026734,123,0.523598775598
1527607026784,124,0.523598775598
1527607026834,125,0.523598775598
1527607026884,126,0.0
1527607026934,127,0.0
1527607026984,128,0.0
1527607027034,129,0.0
1527607027084,130,0.0
1527607027134,131,0.0
