ts_micro,frame,wheel
1527608966285,1,0.0
1527608966335,2,0.0
1527608966385,3,0.0
1527608966435,4,0.0
1527608966485,5,0.0
1527608966535,6,0.0
1527608966585,7,0.0
1527608966635,8,0.0
1527608966685,9,0.0
1527608966735,10,0.0
1527608966785,11,0.0
1527608966835,12,0.0
1527608966885,13,0.0
1527608966935,14,0.0
1527608966985,15,0.0
1527608967035,16,0.0
1527608967085,17,0.0
1527608967135,18,0.0
1527608967185,19,0.0
1527608967235,20,0.0
1527608967285,21,0.0
1527608967335,22,0.0
1527608967385,23,0.0
1527608967435,24,0.0
1527608967485,25,0.0
1527608967535,26,0.0
1527608967585,27,0.0
1527608967635,28,0.0
1527608967685,29,0.0
1527608967735,30,0.0
1527608967785,31,0.0
1527608967835,32,0.0
1527608967885,33,0.0
1527608967935,34,0.0
1527608967985,35,-0.523598775598
1527608968035,36,-0.523598775598
1527608968085,37,-0.523598775598
1527608968135,38,-0.523598775598
1527608968185,39,-0.523598775598
1527608968235,40,-0.523598775598
1527608968285,41,-0.523598775598
1527608968335,42,-0.523598775598
1527608968385,43,-0.523598775598
1527608968435,44,0.0
1527608968485,45,0.0
1527608968535,46,0.0
1527608968585,47,0.0
1527608968635,48,0.0
1527608968685,49,-0.523598775598
1527608968735,50,-0.523598775598
1527608968785,51,-0.523598775598
1527608968835,52,-0.523598775598
1527608968885,53,-0.523598775598
1527608968935,54,-0.523598775598
1527608968985,55,-0.523598775598
1527608969035,56,-0.523598775598
1527608969085,57,-0.523598775598
1527608969135,58,-0.523598775598
1527608969185,59,-0.523598775598
1527608969235,60,-0.523598775598
1527608969285,61,-0.523598775598
1527608969335,62,-0.523598775598
1527608969385,63,-0.523598775598
1527608969435,64,-0.523598775598
1527608969485,65,0.0
1527608969535,66,0.0
1527608969585,67,0.0
1527608969635,68,0.0
1527608969685,69,0.0
1527608969735,70,0.523598775598
1527608969785,71,0.523598775598
1527608969835,72,0.523598775598
1527608969885,73,0.523598775598
1527608969935,74,0.523598775598
1527608969985,75,0.523598775598
1527608970035,76,0.523598775598
1527608970085,77,0.523598775598
1527608970135,78,0.523598775598
1527608970185,79,0.523598775598
1527608970235,80,0.523598775598
1527608970285,81,0.523598775598
1527608970335,82,0.523598775598
1527608970385,83,0.523598775598
1527608970435,84,0.523598775598
1527608970485,85,0.523598775598
1527608970535,86,0.523598775598
1527608970585,87,0.0
1527608970635,88,0.0
1527608970685,89,0.0
1527608970735,90,0.0
1527608970785,91,0.523598775598
1527608970835,92,0.523598775598
1527608970885,93,0.523598775598
1527608970935,94,0.523598775598
1527608970985,95,0.523598775598
1527608971035,96,0.523598775598
1527608971085,97,0.523598775598
1527608971135,98,0.523598775598
1527608971185,99,0.523598775598
1527608971235,100,0.523598775598
1527608971285,101,0.0
1527608971335,102,0.0
1527608971385,103,0.0
1527608971435,104,0.0
1527608971485,105,0.0
1527608971535,106,0.0
1527608971585,107,0.0
1527608971635,108,0.0
1527608971685,109,0.523598775598
1527608971735,110,0.523598775598
1527608971785,111,0.523598775598
1527608971835,112,0.523598775598
1527608971885,113,0.523598775598
1527608971935,114,0.523598775598
1527608971985,115,0.523598775598
1527608972035,116,0.523598775598
1527608972085,117,0.523598775598
1527608972135,118,0.523598775598
1527608972185,119,0.523598775598
1527608972235,120,0.523598775598
1527608972285,121,0.523598775598
1527608972335,122,0.523598775598
1527608972385,123,0.523598775598
1527608972435,124,0.523598775598
1527608972485,125,0.523598775598
1527608972535,126,0.523598775598
1527608972585,127,0.523598775598
1527608972635,128,0.523598775598
1527608972685,129,0.523598775598
1527608972735,130,0.523598775598
1527608972785,131,0.523598775598
1527608972835,132,0.523598775598
1527608972885,133,0.523598775598
1527608972935,134,0.523598775598
1527608972985,135,0.523598775598
1527608973035,136,0.523598775598
1527608973085,137,0.523598775598
1527608973135,138,0.523598775598
1527608973185,139,0.523598775598
1527608973235,140,0.523598775598
1527608973285,141,0.0
1527608973335,142,0.0
1527608973385,143,0.0
1527608973435,144,0.0
1527608973485,145,0.0
1527608973535,146,0.0
1527608973585,147,0.0
1527608973635,148,0.0
1527608973685,149,0.0
1527608973735,150,0.0
1527608973785,151,0.0
1527608973835,152,0.0
1527608973885,153,0.0
1527608973935,154,0.0
1527608973985,155,0.0
1527608974035,156,0.0
1527608974085,157,0.0
1527608974135,158,0.523598775598
1527608974185,159,0.523598775598
1527608974235,160,0.523598775598
1527608974285,161,0.523598775598
1527608974335,162,0.523598775598
1527608974385,163,0.523598775598
1527608974435,164,0.523598775598
1527608974485,165,0.523598775598
1527608974535,166,0.523598775598
1527608974585,167,0.523598775598
1527608974635,168,0.523598775598
1527608974685,169,0.523598775598
1527608974735,170,0.523598775598
1527608974785,171,0.0
1527608974835,172,0.0
1527608974885,173,0.0
1527608974935,174,0.0
1527608974985,175,0.0
1527608975035,176,0.0
1527608975085,177,0.0
1527608975135,178,-0.523598775598
1527608975185,179,-0.523598775598
1527608975235,180,-0.523598775598
1527608975285,181,-0.523598775598
1527608975335,182,-0.523598775598
1527608975385,183,-0.523598775598
1527608975435,184,0.0
1527608975485,185,0.0
1527608975535,186,0.0
1527608975585,187,0.0
1527608975635,188,0.0
1527608975685,189,0.0
1527608975735,190,0.0
1527608975785,191,0.0
1527608975835,192,0.523598775598
1527608975885,193,0.523598775598
1527608975935,194,0.523598775598
1527608975985,195,0.523598775598
1527608976035,196,0.523598775598
1527608976085,197,0.523598775598
1527608976135,198,0.523598775598
1527608976185,199,0.523598775598
1527608976235,200,0.523598775598
1527608976285,201,0.523598775598
1527608976335,202,0.523598775598
1527608976385,203,0.523598775598
1527608976435,204,0.0
1527608976485,205,0.0
1527608976535,206,0.0
1527608976585,207,0.0
1527608976635,208,0.0
1527608976685,209,0.0
1527608976735,210,0.0
1527608976785,211,0.0
1527608976835,212,0.523598775598
1527608976885,213,0.523598775598
1527608976935,214,0.523598775598
1527608976985,215,0.523598775598
1527608977035,216,0.523598775598
1527608977085,217,0.523598775598
1527608977135,218,0.523598775598
1527608977185,219,0.523598775598
1527608977235,220,0.523598775598
1527608977285,221,0.523598775598
1527608977335,222,0.523598775598
1527608977385,223,0.523598775598
1527608977435,224,0.523598775598
1527608977485,225,0.523598775598
1527608977535,226,0.523598775598
1527608977585,227,0.523598775598
1527608977635,228,0.523598775598
1527608977685,229,0.523598775598
1527608977735,230,0.523598775598
1527608977785,231,0.523598775598
1527608977835,232,0.523598775598
1527608977885,233,0.523598775598
1527608977935,234,0.523598775598
1527608977985,235,0.523598775598
1527608978035,236,0.523598775598
1527608978085,237,0.523598775598
1527608978135,238,0.523598775598
1527608978185,239,0.523598775598
1527608978235,240,0.523598775598
1527608978285,241,0.523598775598
1527608978335,242,0.0
1527608978385,243,0.0
1527608978435,244,0.0
1527608978485,245,-0.523598775598
1527608978535,246,-0.523598775598
1527608978585,247,-0.523598775598
1527608978635,248,-0.523598775598
1527608978685,249,-0.523598775598
1527608978735,250,-0.523598775598
1527608978785,251,-0.523598775598
1527608978835,252,-0.523598775598
1527608978885,253,-0.523598775598
1527608978935,254,-0.523598775598
