ts_micro,frame,wheel
1527608843926,1,0.0
1527608843976,2,0.0
1527608844026,3,0.0
1527608844076,4,0.0
1527608844126,5,0.0
1527608844176,6,0.0
1527608844226,7,0.0
1527608844276,8,0.0
1527608844326,9,0.0
1527608844376,10,0.0
1527608844426,11,0.0
1527608844476,12,0.0
1527608844526,13,0.0
1527608844576,14,0.0
1527608844626,15,0.0
1527608844676,16,0.0
1527608844726,17,0.0
1527608844776,18,0.0
1527608844826,19,0.0
1527608844876,20,0.0
1527608844926,21,0.0
1527608844976,22,0.0
1527608845026,23,0.0
1527608845076,24,0.0
1527608845126,25,0.0
1527608845176,26,0.0
1527608845226,27,-0.523598775598
1527608845276,28,-0.523598775598
1527608845326,29,-0.523598775598
1527608845376,30,-0.523598775598
1527608845426,31,-0.523598775598
1527608845476,32,-0.523598775598
1527608845526,33,-0.523598775598
1527608845576,34,-0.523598775598
1527608845626,35,-0.523598775598
1527608845676,36,-0.523598775598
1527608845726,37,-0.523598775598
1527608845776,38,-0.523598775598
1527608845826,39,0.0
1527608845876,40,0.0
1527608845926,41,0.0
1527608845976,42,0.0
1527608846026,43,0.0
1527608846076,44,0.523598775598
1527608846126,45,0.523598775598
1527608846176,46,0.523598775598
1527608846226,47,0.523598775598
1527608846276,48,0.523598775598
1527608846326,49,0.523598775598
1527608846376,50,0.0
1527608846426,51,0.0
1527608846476,52,0.0
1527608846526,53,-0.523598775598
1527608846576,54,-0.523598775598
1527608846626,55,-0.523598775598
1527608846676,56,-0.523598775598
1527608846726,57,-0.523598775598
1527608846776,58,-0.523598775598
1527608846826,59,-0.523598775598
1527608846876,60,-0.523598775598
1527608846926,61,-0.523598775598
1527608846976,62,-0.523598775598
1527608847026,63,-0.523598775598
1527608847076,64,-0.523598775598
1527608847126,65,-0.523598775598
1527608847176,66,-0.523598775598
1527608847226,67,-0.523598775598
1527608847276,68,-0.523598775598
1527608847326,69,-0.523598775598
1527608847376,70,-0.523598775598
1527608847426,71,-0.523598775598
1527608847476,72,-0.523598775598
1527608847526,73,-0.523598775598
1527608847576,74,-0.523598775598
1527608847626,75,0.523598775598
1527608847676,76,0.523598775598
1527608847726,77,0.523598775598
1527608847776,78,0.523598775598
1527608847826,79,0.523598775598
1527608847876,80,0.523598775598
1527608847926,81,0.523598775598
1527608847976,82,0.523598775598
1527608848026,83,0.523598775598
1527608848076,84,0.523598775598
1527608848126,85,0.523598775598
1527608848176,86,0.523598775598
1527608848226,87,0.523598775598
1527608848276,88,0.523598775598
1527608848326,89,0.523598775598
1527608848376,90,0.523598775598
1527608848426,91,0.523598775598
1527608848476,92,0.523598775598
1527608848526,93,0.523598775598
1527608848576,94,0.523598775598
1527608848626,95,0.523598775598
1527608848676,96,0.523598775598
1527608848726,97,0.523598775598
1527608848776,98,0.523598775598
1527608848826,99,0.523598775598
1527608848876,100,0.0
1527608848926,101,0.0
1527608848976,102,0.0
1527608849026,103,0.0
1527608849076,104,0.0
1527608849126,105,0.0
1527608849176,106,0.0
1527608849226,107,0.523598775598
1527608849276,108,0.523598775598
1527608849326,109,0.523598775598
1527608849376,110,0.523598775598
1527608849426,111,0.523598775598
1527608849476,112,0.523598775598
1527608849526,113,0.523598775598
1527608849576,114,0.523598775598
1527608849626,115,0.523598775598
1527608849676,116,0.523598775598
1527608849726,117,0.523598775598
1527608849776,118,0.523598775598
1527608849826,119,0.523598775598
1527608849876,120,0.523598775598
1527608849926,121,0.523598775598
1527608849976,122,0.523598775598
1527608850026,123,0.523598775598
1527608850076,124,0.523598775598
1527608850126,125,0.523598775598
1527608850176,126,0.523598775598
1527608850226,127,0.523598775598
1527608850276,128,0.523598775598
1527608850326,129,0.523598775598
1527608850376,130,0.523598775598
1527608850426,131,0.523598775598
1527608850476,132,0.523598775598
1527608850526,133,0.523598775598
1527608850576,134,0.523598775598
1527608850626,135,0.0
1527608850676,136,0.0
1527608850726,137,0.0
1527608850776,138,0.0
1527608850826,139,0.0
1527608850876,140,0.0
1527608850926,141,0.0
1527608850976,142,0.0
1527608851026,143,0.0
1527608851076,144,0.0
1527608851126,145,0.523598775598
1527608851176,146,0.523598775598
1527608851226,147,0.523598775598
1527608851276,148,0.523598775598
1527608851326,149,0.523598775598
1527608851376,150,0.523598775598
1527608851426,151,0.523598775598
1527608851476,152,0.523598775598
1527608851526,153,0.523598775598
1527608851576,154,0.523598775598
1527608851626,155,0.523598775598
1527608851676,156,0.523598775598
1527608851726,157,0.523598775598
1527608851777,158,0.523598775598
1527608851826,159,0.523598775598
1527608851876,160,0.523598775598
1527608851926,161,0.523598775598
1527608851976,162,0.523598775598
1527608852026,163,0.523598775598
1527608852076,164,0.0
1527608852126,165,0.0
1527608852176,166,0.0
1527608852226,167,0.0
1527608852276,168,0.0
1527608852326,169,0.0
1527608852377,170,0.0
1527608852426,171,0.0
1527608852477,172,0.0
1527608852526,173,0.0
1527608852577,174,0.0
1527608852626,175,0.0
1527608852677,176,0.0
1527608852726,177,0.523598775598
1527608852777,178,0.523598775598
1527608852826,179,0.523598775598
1527608852877,180,0.523598775598
1527608852926,181,0.523598775598
1527608852976,182,0.523598775598
1527608853026,183,0.523598775598
1527608853076,184,0.523598775598
1527608853126,185,0.523598775598
1527608853178,186,0.523598775598
1527608853226,187,0.0
1527608853277,188,0.0
1527608853326,189,0.0
1527608853376,190,0.0
1527608853426,191,-0.523598775598
1527608853476,192,-0.523598775598
1527608853526,193,-0.523598775598
1527608853576,194,-0.523598775598
1527608853626,195,-0.523598775598
1527608853676,196,-0.523598775598
1527608853726,197,-0.523598775598
1527608853776,198,-0.523598775598
1527608853826,199,-0.523598775598
1527608853876,200,-0.523598775598
1527608853926,201,-0.523598775598
1527608853976,202,0.0
1527608854026,203,0.0
1527608854076,204,0.0
1527608854126,205,0.523598775598
1527608854176,206,0.523598775598
1527608854226,207,0.523598775598
1527608854276,208,0.523598775598
1527608854326,209,0.523598775598
1527608854376,210,0.523598775598
1527608854426,211,0.523598775598
1527608854476,212,0.523598775598
1527608854526,213,0.523598775598
1527608854576,214,0.523598775598
1527608854626,215,0.523598775598
1527608854676,216,0.523598775598
1527608854726,217,0.523598775598
1527608854776,218,0.523598775598
1527608854826,219,0.523598775598
1527608854876,220,0.523598775598
